DATAFLOW,LAST UPDATE,freq,crops,strucpro,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:APRO_CPSHR(1.0),19/04/24 23:00:00,A,R1000,PR_HU_EU,ES30,2018,10.46,
ESTAT:APRO_CPSHR(1.0),19/04/24 23:00:00,A,R1000,PR_HU_EU,ES41,2018,810.20,
ESTAT:APRO_CPSHR(1.0),19/04/24 23:00:00,A,R1000,PR_HU_EU,ES42,2018,71.00,
ESTAT:APRO_CPSHR(1.0),19/04/24 23:00:00,A,R1000,PR_HU_EU,ES43,2018,22.20,
ESTAT:APRO_CPSHR(1.0),19/04/24 23:00:00,A,R1000,PR_HU_EU,ES51,2018,19.78,
ESTAT:APRO_CPSHR(1.0),19/04/24 23:00:00,A,R1000,PR_HU_EU,ES52,2018,65.29,
ESTAT:APRO_CPSHR(1.0),19/04/24 23:00:00,A,R1000,PR_HU_EU,ES53,2018,50.06,
ESTAT:APRO_CPSHR(1.0),19/04/24 23:00:00,A,R1000,PR_HU_EU,ES61,2018,264.54,
ESTAT:APRO_CPSHR(1.0),19/04/24 23:00:00,A,R1000,PR_HU_EU,ES62,2018,145.78,
ESTAT:APRO_CPSHR(1.0),19/04/24 23:00:00,A,R1000,PR_HU_EU,ES63,2018,0.00,
ESTAT:APRO_CPSHR(1.0),19/04/24 23:00:00,A,R1000,PR_HU_EU,ES64,2018,0.00,
ESTAT:APRO_CPSHR(1.0),19/04/24 23:00:00,A,R1000,PR_HU_EU,ES70,2018,90.93,
ESTAT:APRO_CPSHR(1.0),19/04/24 23:00:00,A,R1000,PR_HU_EU,FI19,2018,366.50,
ESTAT:APRO_CPSHR(1.0),19/04/24 23:00:00,A,R1000,PR_HU_EU,FI1B,2018,4.20,
ESTAT:APRO_CPSHR(1.0),19/04/24 23:00:00,A,R1000,PR_HU_EU,FI1C,2018,59.60,
ESTAT:APRO_CPSHR(1.0),19/04/24 23:00:00,A,R1000,PR_HU_EU,FI1D,2018,154.60,
ESTAT:APRO_CPSHR(1.0),19/04/24 23:00:00,A,R1000,PR_HU_EU,FI20,2018,15.60,
ESTAT:APRO_CPSHR(1.0),19/04/24 23:00:00,A,R1000,PR_HU_EU,FR10,2018,206.96,
ESTAT:APRO_CPSHR(1.0),19/04/24 23:00:00,A,R1000,PR_HU_EU,FRB0,2018,608.59,
ESTAT:APRO_CPSHR(1.0),19/04/24 23:00:00,A,R1000,PR_HU_EU,FRC1,2018,19.19,
ESTAT:APRO_CPSHR(1.0),19/04/24 23:00:00,A,R1000,PR_HU_EU,FRC2,2018,5.14,
ESTAT:APRO_CPSHR(1.0),19/04/24 23:00:00,A,R1000,PR_HU_EU,FRD1,2018,36.16,
ESTAT:APRO_CPSHR(1.0),19/04/24 23:00:00,A,R1000,PR_HU_EU,FRD2,2018,596.61,
ESTAT:APRO_CPSHR(1.0),19/04/24 23:00:00,A,R1000,PR_HU_EU,FRE1,2018,2605.50,
ESTAT:APRO_CPSHR(1.0),19/04/24 23:00:00,A,R1000,PR_HU_EU,FRE2,2018,2196.48,
ESTAT:APRO_CPSHR(1.0),19/04/24 23:00:00,A,R1000,PR_HU_EU,FRF1,2018,47.01,
ESTAT:APRO_CPSHR(1.0),19/04/24 23:00:00,A,R1000,PR_HU_EU,FRF2,2018,860.13,
ESTAT:APRO_CPSHR(1.0),19/04/24 23:00:00,A,R1000,PR_HU_EU,FRF3,2018,18.18,
ESTAT:APRO_CPSHR(1.0),19/04/24 23:00:00,A,R1000,PR_HU_EU,FRG0,2018,37.36,
ESTAT:APRO_CPSHR(1.0),19/04/24 23:00:00,A,R1000,PR_HU_EU,FRH0,2018,380.38,
ESTAT:APRO_CPSHR(1.0),19/04/24 23:00:00,A,R1000,PR_HU_EU,FRI1,2018,92.53,
